UPMF,SMF
4.686999999999999,0.18299999999999983
4.484999999999999,0.16300000000000026
4.461,0.24799999999999933
4.595000000000001,0.15199999999999925
4.679,0.1609999999999996
4.609999999999999,0.15000000000000036
4.4510000000000005,0.18399999999999928
4.539999999999999,0.18399999999999928
4.4719999999999995,0.2789999999999999
4.734,0.22100000000000009
4.680999999999999,0.2989999999999995
4.428000000000001,0.18200000000000038
4.682,0.1880000000000006
4.622999999999999,0.1869999999999994
4.757,0.1509999999999998
4.554,0.15300000000000047
4.564,0.15300000000000047
4.536,0.15300000000000047
4.602,0.16499999999999915
4.74,0.15799999999999947
4.407,0.27399999999999913
4.538,0.16000000000000014
4.477,0.1999999999999993
4.5649999999999995,0.2010000000000005
4.442,0.2699999999999996
4.68,0.22199999999999953
4.426,0.27200000000000024
4.390000000000001,0.1869999999999994
4.443,0.1460000000000008
4.448,0.15499999999999936
4.4399999999999995,0.16000000000000014
4.5169999999999995,0.1899999999999995
4.622999999999999,0.1460000000000008
4.625,0.2919999999999998
4.667999999999999,0.1899999999999995
4.388,0.2400000000000002
4.474,0.1850000000000005
4.3870000000000005,0.19200000000000017
4.548,0.2010000000000005
4.478,0.19299999999999962
4.545999999999999,0.18399999999999928
4.427,0.3019999999999996
4.487,0.16300000000000026
4.49,0.15600000000000058
4.475,0.15700000000000003
4.452999999999999,0.1479999999999997
4.606999999999999,0.16499999999999915
4.3759999999999994,0.15300000000000047
4.477,0.24200000000000088
4.741,0.15499999999999936
4.4670000000000005,0.3100000000000005
4.612,0.18599999999999994
4.548,0.15799999999999947
4.664999999999999,0.1620000000000008
4.557,0.1590000000000007
4.502000000000001,0.19400000000000084
4.474,0.1509999999999998
4.481999999999999,0.26500000000000057
4.541,0.2699999999999996
4.436999999999999,0.19599999999999973
4.4990000000000006,0.28999999999999915
4.436,0.18200000000000038
4.502000000000001,0.15000000000000036
4.523,0.15600000000000058
4.5600000000000005,0.16600000000000037
4.481,0.1609999999999996
4.616,0.26500000000000057
4.372999999999999,0.16699999999999982
4.630000000000001,0.2729999999999997
4.433,0.24900000000000055
4.4190000000000005,0.14899999999999913
4.388,0.17900000000000027
4.584,0.15600000000000058
4.602,0.15700000000000003
4.532,0.26900000000000013
4.377000000000001,0.17800000000000082
4.632999999999999,0.17999999999999972
4.491,0.1869999999999994
4.4670000000000005,0.16699999999999982
4.396000000000001,0.33200000000000074
4.5120000000000005,0.17300000000000004
4.4830000000000005,0.1639999999999997
4.3919999999999995,0.25099999999999945
4.673,0.15399999999999991
4.471,0.16499999999999915
4.474,0.14899999999999913
4.7330000000000005,0.22600000000000087
4.536,0.15399999999999991
4.522,0.2110000000000003
4.68,0.17300000000000004
4.452999999999999,0.16300000000000026
4.603,0.15600000000000058
4.430999999999999,0.1769999999999996
4.413,0.16300000000000026
4.628,0.2599999999999998
4.5169999999999995,0.14899999999999913
4.401,0.1739999999999995
4.478999999999999,0.15499999999999936
4.571999999999999,0.15300000000000047
4.465,0.1980000000000004
4.455,0.1850000000000005
4.478,0.2759999999999998
4.4990000000000006,0.15499999999999936
4.57,0.26500000000000057
4.58,0.1620000000000008
4.718999999999999,0.14400000000000013
4.632999999999999,0.1620000000000008
4.724,0.2159999999999993
4.4079999999999995,0.16000000000000014
4.484,0.15300000000000047
4.541,0.1509999999999998
4.555,0.1769999999999996
4.425000000000001,0.16000000000000014
4.446999999999999,0.16600000000000037
4.496,0.13599999999999923
4.452999999999999,0.16300000000000026
4.4239999999999995,0.15700000000000003
4.630000000000001,0.16900000000000048
4.677,0.15700000000000003
4.439,0.17900000000000027
4.587,0.15600000000000058
4.470000000000001,0.19400000000000084
4.545,0.15000000000000036
4.471,0.20199999999999996
4.569000000000001,0.15199999999999925
4.452999999999999,0.16499999999999915
4.484999999999999,0.17800000000000082
4.471,0.17600000000000016
4.429,0.15700000000000003
4.535,0.15799999999999947
4.502000000000001,0.19100000000000072
4.561999999999999,0.25099999999999945
4.550000000000001,0.16300000000000026
4.486000000000001,0.27999999999999936
4.457000000000001,0.16300000000000026
4.492000000000001,0.19699999999999918
4.6419999999999995,0.16300000000000026
4.532,0.1509999999999998
4.5329999999999995,0.15199999999999925
4.536,0.15600000000000058
4.755000000000001,0.1639999999999997
4.550000000000001,0.16300000000000026
4.727,0.1869999999999994
4.557,0.19299999999999962
4.622,0.15799999999999947
4.510999999999999,0.17099999999999937
4.645,0.1769999999999996
4.707000000000001,0.1620000000000008
4.42,0.2530000000000001
4.6,0.19299999999999962
4.457000000000001,0.19500000000000028
4.661,0.15700000000000003
4.475,0.15000000000000036
4.542,0.1850000000000005
4.51,0.15300000000000047
4.487,0.26500000000000057
4.502000000000001,0.19500000000000028
4.436,0.17999999999999972
4.414999999999999,0.1750000000000007
4.393000000000001,0.15399999999999991
4.398999999999999,0.15600000000000058
4.585000000000001,0.15399999999999991
4.545,0.16600000000000037
4.478,0.1899999999999995
4.458,0.16499999999999915
4.630000000000001,0.18299999999999983
4.548,0.15000000000000036
4.704000000000001,0.25099999999999945
4.4350000000000005,0.16300000000000026
4.5489999999999995,0.15000000000000036
4.449999999999999,0.2889999999999997
4.561,0.1509999999999998
4.476000000000001,0.20199999999999996
4.6129999999999995,0.19400000000000084
4.4990000000000006,0.17900000000000027
4.534000000000001,0.16600000000000037
4.4350000000000005,0.17900000000000027
4.413,0.26099999999999923
4.486000000000001,0.15600000000000058
4.605,0.15799999999999947
4.42,0.17900000000000027
4.423,0.1850000000000005
4.4990000000000006,0.17900000000000027
4.381,0.1869999999999994
4.589,0.16600000000000037
4.470000000000001,0.15300000000000047
4.461,0.16499999999999915
4.430999999999999,0.1899999999999995
4.587,0.16699999999999982
4.4670000000000005,0.18099999999999916
4.596,0.17300000000000004
4.4879999999999995,0.15600000000000058
4.493,0.1590000000000007
4.602,0.18599999999999994
4.567,0.15700000000000003
4.438000000000001,0.16300000000000026
4.406000000000001,0.18200000000000038
4.438000000000001,0.14899999999999913
4.4,0.15300000000000047
